App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Word on the Street,Party,3.308235,2228,20,2228,Party,2009,Party,Party,2,10,12,1764
DC Comics Deck-Building Game: Forever Evil,Thematic,3.62072,1018,75,1018,Thematic,2014,Thematic,Thematic,2,5,0,1765
The World of SMOG: Rise of Moloch,Thematic,3.95366,701,90,701,Thematic,2018,Thematic,Thematic,2,5,14,1766
TurfMaster,Family,3.61651,949,75,949,Family,1998,Family,Family,2,8,10,1767
First Train to Nuremberg,Strategy,3.551665,1028,120,1028,Strategy,2010,Strategy,Strategy,2,4,12,1768
Friday the 13th,Family,3.222215,3727,30,3727,Family,2005,Family,Family,3,6,8,1769
Revolver,Thematic,3.452225,1374,45,1374,Thematic,2011,Thematic,Thematic,2,2,12,1770
Warmachine,Thematic,3.645745,1029,60,1029,Thematic,2003,Thematic,Thematic,2,4,12,1771
Last Train to Wensleydale,Strategy,3.562875,967,120,967,Strategy,2009,Strategy,Strategy,3,4,13,1772
Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),Uncategorized,3.32244,2419,240,2419,Uncategorized,1983,Uncategorized,Uncategorized,2,4,8,1773
Basari,Strategy,3.37805,1596,25,1596,Strategy,1998,Strategy,Strategy,3,4,10,1774
Pantheon,Strategy,3.37938,1592,90,1592,Strategy,2011,Strategy,Strategy,2,4,10,1775
Mystery Express,Family,3.2832,2484,90,2484,Family,2010,Family,Family,3,5,12,1776
Hunt for the Ring,Thematic,3.599395,1016,180,1016,Thematic,2017,Thematic,Thematic,2,5,13,1777
Kreta,Strategy,3.45399,1310,60,1310,Strategy,2005,Strategy,Strategy,2,4,11,1778
Cathedral,Abstract,3.260395,3150,20,3150,Abstract,1978,Abstract,Abstract,2,2,8,1779
Epic Card Game,Uncategorized,3.25209,4100,40,4100,Uncategorized,2015,Uncategorized,Uncategorized,2,4,13,1780
Relic Runners,Family,3.317335,2113,80,2113,Family,2013,Family,Family,2,5,10,1781
Expedition to Newdale,Uncategorized,3.797075,690,90,690,Uncategorized,2019,Uncategorized,Uncategorized,1,4,12,1782
Kings of Air and Steam,Strategy,3.454505,1270,90,1270,Strategy,2013,Strategy,Strategy,2,7,13,1783
Red November,Strategy,3.155625,7598,120,7598,Strategy,2008,Strategy,Strategy,1,8,13,1784
Money!,Family,3.26591,2664,30,2664,Family,1999,Family,Family,3,5,10,1785
Caesar & Cleopatra,Strategy,3.208275,4225,60,4225,Strategy,1997,Strategy,Strategy,2,2,10,1786
Cosmic Encounter,Strategy,3.595575,972,60,972,Strategy,1991,Strategy,Strategy,3,6,0,1787
Zulus on the Ramparts!: The Battle of Rorke's Drift – Second Edition,Uncategorized,3.67885,857,25,857,Uncategorized,2009,Uncategorized,Uncategorized,1,1,12,1788
Key to the City: London,Strategy,3.52564,1076,120,1076,Strategy,2016,Strategy,Strategy,2,6,14,1789
Würfel Bohnanza,Family,3.337395,1931,45,1931,Family,2012,Family,Family,2,5,10,1790
Skulk Hollow,Uncategorized,3.80664,727,40,727,Uncategorized,2019,Uncategorized,Uncategorized,2,2,8,1791
Puzzle Strike,Strategy,3.338655,1925,20,1925,Strategy,2010,Strategy,Strategy,2,4,8,1792
The U.S. Civil War,Uncategorized,4.15037,526,360,526,Uncategorized,2015,Uncategorized,Uncategorized,2,2,0,1793
Salem 1692,Party,3.51941,1321,35,1321,Party,2015,Party,Party,4,12,12,1794
R-Eco,Family,3.30835,2079,20,2079,Family,2003,Family,Family,2,5,8,1795
Star Wars Customizable Card Game,Uncategorized,3.34178,2229,60,2229,Uncategorized,1995,Uncategorized,Uncategorized,2,2,9,1796
Strike of the Eagle,Uncategorized,3.806585,678,240,678,Uncategorized,2011,Uncategorized,Uncategorized,2,4,13,1797
Tikal II: The Lost Temple,Strategy,3.43883,1306,120,1306,Strategy,2010,Strategy,Strategy,2,4,12,1798
Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,Uncategorized,3.99536,533,90,533,Uncategorized,2017,Uncategorized,Uncategorized,1,8,12,1799
Unhappy King Charles!,Uncategorized,3.82119,675,240,675,Uncategorized,2008,Uncategorized,Uncategorized,2,2,0,1800
Boomtown,Family,3.266515,2572,30,2572,Family,2004,Family,Family,3,5,10,1801
River Dragons,Family,3.244235,3174,30,3174,Family,2000,Family,Family,2,6,8,1802
Unlock!: Escape Adventures – The Island of Doctor Goorse,Thematic,3.38395,1539,60,1539,Thematic,2017,Thematic,Thematic,2,6,10,1803
Hearts,Family,3.216225,3638,30,3638,Family,1850,Family,Family,3,7,8,1804
Puzzle Strike Shadows,Strategy,3.91928,603,20,603,Strategy,2012,Strategy,Strategy,2,4,10,1805
Village Attacks,Uncategorized,3.787325,862,180,862,Uncategorized,2017,Uncategorized,Uncategorized,1,5,14,1806
Silverton,Strategy,3.5545,1011,180,1011,Strategy,1991,Strategy,Strategy,1,6,12,1807
18Chesapeake,Uncategorized,4.082705,467,180,467,Uncategorized,2020,Uncategorized,Uncategorized,2,6,13,1808
Daytona 500,Strategy,3.573025,993,70,993,Strategy,1990,Strategy,Strategy,2,4,10,1809
Anomia,Party,3.287865,2614,30,2614,Party,2010,Party,Party,3,6,10,1810
"Machi Koro: Bright Lights, Big City",Family,3.347395,2065,30,2065,Family,2016,Family,Family,2,5,10,1811
Heart of Crown,Strategy,3.837675,712,60,712,Strategy,2011,Strategy,Strategy,2,4,12,1812
VivaJava: The Coffee Game: The Dice Game,Family,3.337235,1801,40,1801,Family,2014,Family,Family,1,4,10,1813
That's Life!,Family,3.258035,2756,30,2756,Family,2005,Family,Family,2,6,8,1814
Tiny Epic Mechs,Strategy,3.512855,1280,60,1280,Strategy,2019,Strategy,Strategy,1,4,14,1815
Capitol,Strategy,3.41201,1440,60,1440,Strategy,2001,Strategy,Strategy,2,4,10,1816
Olympus,Strategy,3.420175,1370,120,1370,Strategy,2010,Strategy,Strategy,3,5,14,1817
Ticket to Ride: First Journey (U.S.),Family,3.477385,1277,30,1277,Family,2016,Family,Family,2,4,6,1818
Onward to Venus,Strategy,3.4435,1286,120,1286,Strategy,2014,Strategy,Strategy,2,5,13,1819
Heimlich & Co.,Family,3.22332,3248,30,3248,Family,1984,Family,Family,2,7,8,1820
Skat,Strategy,3.623205,926,30,926,Strategy,1810,Strategy,Strategy,3,3,10,1821
Palazzo,Strategy,3.273655,2370,60,2370,Strategy,2005,Strategy,Strategy,2,4,10,1822
The Great War,Uncategorized,3.90581,620,60,620,Uncategorized,2015,Uncategorized,Uncategorized,2,2,0,1823
The Settlers of the Stone Age,Strategy,3.292465,2257,120,2257,Strategy,2002,Strategy,Strategy,3,4,10,1824
Pixel Tactics 2,Strategy,3.557875,1026,45,1026,Strategy,2013,Strategy,Strategy,2,2,12,1825
Mysthea,Strategy,3.94383,683,90,683,Strategy,2019,Strategy,Strategy,2,5,14,1826
Canal Mania,Strategy,3.444575,1230,90,1230,Strategy,2006,Strategy,Strategy,2,5,12,1827
Comanchería: The Rise and Fall of the Comanche Empire,Uncategorized,4.027865,526,360,526,Uncategorized,2016,Uncategorized,Uncategorized,1,1,14,1828
Sorcerer City,Uncategorized,3.852315,657,60,657,Uncategorized,2020,Uncategorized,Uncategorized,1,6,14,1829
Tournament at Camelot,Uncategorized,3.583035,985,45,985,Uncategorized,2017,Uncategorized,Uncategorized,3,6,14,1830
Time of Soccer,Strategy,3.821925,647,120,647,Strategy,2014,Strategy,Strategy,1,4,12,1831
Fate of the Elder Gods,Uncategorized,3.64332,864,90,864,Uncategorized,2017,Uncategorized,Uncategorized,1,4,13,1832
My First Stone Age,Family,3.34527,1802,15,1802,Family,2016,Family,Family,2,4,5,1833
Fuji Flush,Family,3.283665,2185,20,2185,Family,2016,Family,Family,3,8,7,1834
Inhabit the Earth,Strategy,3.49867,1064,90,1064,Strategy,2015,Strategy,Strategy,2,4,14,1835
A la carte,Family,3.233775,3027,30,3027,Family,1989,Family,Family,2,4,8,1836
EastFront,Uncategorized,3.833895,651,240,651,Uncategorized,1991,Uncategorized,Uncategorized,2,2,12,1837
Gang of Four,Family,3.30596,2203,40,2203,Family,1990,Family,Family,3,4,8,1838
Mundus Novus,Strategy,3.34588,1704,60,1704,Strategy,2011,Strategy,Strategy,2,6,14,1839
The Guns of Gettysburg,Uncategorized,3.908675,590,180,590,Uncategorized,2013,Uncategorized,Uncategorized,2,4,13,1840
Ganymede,Strategy,3.658395,860,40,860,Strategy,2018,Strategy,Strategy,2,4,14,1841
The Name of the Rose,Family,3.401595,1437,75,1437,Family,2008,Family,Family,2,5,10,1842
Quartermaster General: 1914,Uncategorized,3.792355,667,120,667,Uncategorized,2016,Uncategorized,Uncategorized,2,5,12,1843
Dreamblade,Uncategorized,3.5898,962,60,962,Uncategorized,2006,Uncategorized,Uncategorized,2,2,13,1844
Timbuktu,Strategy,3.3373,1724,60,1724,Strategy,1993,Strategy,Strategy,3,5,10,1845
Unlock!: Secret Adventures – A Noside Story,Uncategorized,3.573655,903,60,903,Uncategorized,2018,Uncategorized,Uncategorized,1,6,10,1846
Dungeon Command: Heart of Cormyr,Uncategorized,3.699265,839,90,839,Uncategorized,2012,Uncategorized,Uncategorized,2,2,12,1847
Twixt,Abstract,3.298355,2302,30,2302,Abstract,1962,Abstract,Abstract,2,4,12,1848
The Thing: Infection at Outpost 31,Thematic,3.656905,1034,120,1034,Thematic,2017,Thematic,Thematic,4,8,17,1849
Click Clack Lumberjack,Family,3.21176,3392,10,3392,Family,2008,Family,Family,2,7,5,1850
Neue Heimat,Strategy,3.6498,770,45,770,Strategy,2007,Strategy,Strategy,2,5,10,1851
Prosperity,Strategy,3.35599,1614,60,1614,Strategy,2013,Strategy,Strategy,2,4,13,1852
Monumental,Uncategorized,4.0075,670,120,670,Uncategorized,2020,Uncategorized,Uncategorized,1,4,14,1853
Famiglia,Strategy,3.231695,2915,30,2915,Strategy,2010,Strategy,Strategy,2,2,10,1854
Taboo,Party,3.14489,9978,20,9978,Party,1989,Party,Party,4,10,12,1855
GOSU,Strategy,3.27697,2467,45,2467,Strategy,2010,Strategy,Strategy,2,4,10,1856
P.I.,Family,3.363615,1607,60,1607,Family,2012,Family,Family,2,5,13,1857
The Lord of the Rings Trading Card Game,Uncategorized,3.450735,1427,45,1427,Uncategorized,2001,Uncategorized,Uncategorized,2,6,12,1858
First Martians: Adventures on the Red Planet,Thematic,3.297325,2652,90,2652,Thematic,2017,Thematic,Thematic,1,4,10,1859
One Night Ultimate Vampire,Party,3.36909,1676,10,1676,Party,2015,Party,Party,3,10,8,1860
Masons,Strategy,3.26096,2384,45,2384,Strategy,2006,Strategy,Strategy,2,4,8,1861
Dutch Blitz,Family,3.32008,2340,15,2340,Family,1960,Family,Family,2,4,8,1862
Prophecy,Thematic,3.332715,1870,180,1870,Thematic,2002,Thematic,Thematic,2,5,12,1863
Carcassonne: Wheel of Fortune,Family,3.52042,1076,30,1076,Family,2009,Family,Family,2,5,8,1864
Dragon's Gold,Family,3.22396,3014,45,3014,Family,2001,Family,Family,3,6,12,1865
1849: The Game of Sicilian Railways,Strategy,4.122685,421,180,421,Strategy,1998,Strategy,Strategy,3,5,14,1866
18CZ,Strategy,3.98103,498,250,498,Strategy,2017,Strategy,Strategy,2,6,12,1867
Key Market,Strategy,3.706795,695,90,695,Strategy,2010,Strategy,Strategy,2,4,12,1868
Fantastiqa: The Rucksack Edition,Family,3.498705,1082,60,1082,Family,2012,Family,Family,2,4,8,1869
Dungeon Raiders,Family,3.35455,1818,60,1818,Family,2011,Family,Family,3,5,8,1870
Fertility,Strategy,3.599115,858,45,858,Strategy,2018,Strategy,Strategy,2,4,10,1871
Forbidden Sky,Strategy,3.33623,1823,60,1823,Strategy,2018,Strategy,Strategy,2,5,10,1872
ICECOOL2,Family,3.64178,799,30,799,Family,2018,Family,Family,2,4,6,1873
Khet: The Laser Game,Abstract,3.263495,2602,20,2602,Abstract,2005,Abstract,Abstract,2,2,9,1874
Space Cadets: Away Missions,Thematic,3.715615,748,120,748,Thematic,2015,Thematic,Thematic,1,6,10,1875
Tao Long: The Way of the Dragon,Abstract,3.49561,1158,30,1158,Abstract,2017,Abstract,Abstract,2,2,14,1876
Orchard: A 9 card solitaire game,Abstract,3.770955,666,10,666,Abstract,2018,Abstract,Abstract,1,1,8,1877
Holland '44: Operation Market-Garden,Uncategorized,4.186305,476,900,476,Uncategorized,2017,Uncategorized,Uncategorized,2,2,0,1878
Sorry! Sliders,Family,3.19425,3580,30,3580,Family,2008,Family,Family,1,4,6,1879
Cargo Noir,Family,3.236685,2728,90,2728,Family,2011,Family,Family,2,5,8,1880
Pandemic: Contagion,Family,3.22539,2997,30,2997,Family,2014,Family,Family,2,5,14,1881
Tempus,Strategy,3.24525,2524,120,2524,Strategy,2006,Strategy,Strategy,3,5,14,1882
Age of Civilization,Strategy,3.637785,906,60,906,Strategy,2019,Strategy,Strategy,1,4,10,1883
Monsterpocalypse,Uncategorized,3.595665,966,60,966,Uncategorized,2008,Uncategorized,Uncategorized,2,4,12,1884
The Chameleon,Party,3.33479,1891,15,1891,Party,2017,Party,Party,3,8,14,1885
Boss Monster: The Dungeon Building Card Game,Family,3.146345,13128,30,13128,Family,2013,Family,Family,2,4,13,1886
Loot,Family,3.15098,5790,20,5790,Family,1992,Family,Family,2,8,10,1887
Muse,Party,3.374335,1519,30,1519,Party,2017,Party,Party,2,12,10,1888
Don't Mess with Cthulhu,Party,3.45574,1204,30,1204,Party,2014,Party,Party,4,6,10,1889
Dungeon Command: Sting of Lolth,Uncategorized,3.66288,879,90,879,Uncategorized,2012,Uncategorized,Uncategorized,2,2,12,1890
Queen's Architect,Strategy,3.457535,1155,60,1155,Strategy,2015,Strategy,Strategy,2,4,10,1891
Darkest Night,Thematic,3.562255,960,150,960,Thematic,2012,Thematic,Thematic,1,4,12,1892
Funny Friends,Strategy,3.256245,2419,60,2419,Strategy,2005,Strategy,Strategy,2,6,16,1893
Gemblo,Abstract,3.405025,1378,30,1378,Abstract,2003,Abstract,Abstract,2,6,6,1894
Dokmus,Strategy,3.54742,948,40,948,Strategy,2016,Strategy,Strategy,2,4,10,1895
Le Fantôme de l'Opéra,Strategy,3.50886,1021,30,1021,Strategy,2013,Strategy,Strategy,2,2,9,1896
Divinare,Family,3.36363,1497,30,1497,Family,2012,Family,Family,2,4,13,1897
Ascension: Apprentice Edition,Strategy,3.55864,978,30,978,Strategy,2013,Strategy,Strategy,2,2,13,1898
"Warhammer 40,000: Kill Team",Uncategorized,3.97555,603,60,603,Uncategorized,2018,Uncategorized,Uncategorized,2,4,12,1899
God's Playground,Strategy,3.71208,688,180,688,Strategy,2009,Strategy,Strategy,3,3,0,1900
Robin Hood and the Merry Men,Strategy,3.47285,1254,90,1254,Strategy,2018,Strategy,Strategy,1,5,13,1901
Ghost Blitz 2,Family,3.38062,1520,30,1520,Family,2012,Family,Family,2,8,8,1902
Greenland,Thematic,3.5136,1010,120,1010,Thematic,2014,Thematic,Thematic,1,3,12,1903
Gunslinger,Thematic,3.562955,980,90,980,Thematic,1982,Thematic,Thematic,2,7,12,1904
Four Against Darkness,Thematic,3.79753,918,75,918,Thematic,2016,Thematic,Thematic,1,1,0,1905
The Battle for Hill 218,Strategy,3.320025,1721,15,1721,Strategy,2007,Strategy,Strategy,2,2,8,1906
Noblemen,Strategy,3.471585,1073,120,1073,Strategy,2012,Strategy,Strategy,3,5,12,1907
Drakon (Third Edition),Strategy,3.249555,2688,40,2688,Strategy,2006,Strategy,Strategy,2,6,10,1908
Pixie Queen,Strategy,3.61192,877,120,877,Strategy,2017,Strategy,Strategy,2,5,12,1909
Cave Troll,Strategy,3.205115,3542,60,3542,Strategy,2002,Strategy,Strategy,2,4,10,1910
Rune Stones,Uncategorized,3.682575,842,60,842,Uncategorized,2019,Uncategorized,Uncategorized,2,4,10,1911
Orbis,Strategy,3.372745,1500,45,1500,Strategy,2018,Strategy,Strategy,2,4,10,1912
Ace of Aces: Handy Rotary Series,Uncategorized,3.511055,1085,20,1085,Uncategorized,1980,Uncategorized,Uncategorized,2,2,10,1913
Star Wars Miniatures,Uncategorized,3.435425,1534,60,1534,Uncategorized,2004,Uncategorized,Uncategorized,2,2,12,1914
Xenon Profiteer,Strategy,3.629435,779,30,779,Strategy,2015,Strategy,Strategy,2,4,10,1915
Pack & Stack,Family,3.22171,2858,45,2858,Family,2008,Family,Family,3,6,10,1916
Monster Slaughter,Thematic,3.71856,985,60,985,Thematic,2018,Thematic,Thematic,2,5,14,1917
Ave Roma,Strategy,3.60844,822,120,822,Strategy,2016,Strategy,Strategy,2,5,12,1918
Flat Top,Uncategorized,3.658905,851,360,851,Uncategorized,1977,Uncategorized,Uncategorized,2,2,12,1919
Evolution: The Beginning,Family,3.35458,1629,30,1629,Family,2016,Family,Family,2,5,8,1920
Mondo,Family,3.257385,2414,30,2414,Family,2011,Family,Family,1,4,8,1921
The King's Guild,Uncategorized,3.679465,800,120,800,Uncategorized,2018,Uncategorized,Uncategorized,1,6,14,1922
Enemy Action: Ardennes,Uncategorized,4.352095,396,600,396,Uncategorized,2015,Uncategorized,Uncategorized,1,2,0,1923
Funemployed,Party,3.388235,1484,30,1484,Party,2013,Party,Party,3,20,13,1924
Egizia: Shifting Sands,Strategy,3.8948,522,90,522,Strategy,2019,Strategy,Strategy,2,4,14,1925
Lost Legacy: Flying Garden,Uncategorized,3.35788,1510,10,1510,Uncategorized,2014,Uncategorized,Uncategorized,2,4,10,1926
World of Warcraft Trading Card Game,Uncategorized,3.35242,1843,20,1843,Uncategorized,2006,Uncategorized,Uncategorized,2,2,12,1927
Full Metal Planète,Strategy,3.74496,702,90,702,Strategy,1988,Strategy,Strategy,2,4,12,1928
Merchants of Amsterdam,Strategy,3.35649,1537,60,1537,Strategy,2000,Strategy,Strategy,3,5,10,1929
Ragusa,Uncategorized,3.53906,964,80,964,Uncategorized,2019,Uncategorized,Uncategorized,1,5,12,1930
Kupferkessel Co.,Strategy,3.458565,1081,30,1081,Strategy,2001,Strategy,Strategy,2,2,8,1931
7 Ages,Strategy,3.535165,1009,480,1009,Strategy,2004,Strategy,Strategy,2,7,14,1932
Witch of Salem,Strategy,3.31879,1784,60,1784,Strategy,2008,Strategy,Strategy,2,4,10,1933
Industrial Waste,Strategy,3.354645,1480,60,1480,Strategy,2001,Strategy,Strategy,2,4,12,1934
Ubongo Extreme,Family,3.40157,1268,30,1268,Family,2007,Family,Family,2,4,8,1935
Risk: The Lord of the Rings Trilogy Edition,Thematic,3.261505,3318,180,3318,Thematic,2003,Thematic,Thematic,2,4,9,1936
Band of Brothers: Screaming Eagles,Uncategorized,3.89749,567,90,567,Uncategorized,2011,Uncategorized,Uncategorized,2,2,12,1937
The City,Family,3.27955,1988,30,1988,Family,2011,Family,Family,2,5,10,1938
Animals on Board,Family,3.295895,1830,30,1830,Family,2016,Family,Family,2,4,8,1939
Grifters,Thematic,3.409745,1318,30,1318,Thematic,2015,Thematic,Thematic,2,4,14,1940
Shear Panic,Family,3.18622,3651,45,3651,Family,2005,Family,Family,2,4,10,1941
Pericles: The Peloponnesian Wars,Uncategorized,3.97513,553,360,553,Uncategorized,2017,Uncategorized,Uncategorized,1,4,12,1942
Joking Hazard,Party,3.21944,3985,90,3985,Party,2016,Party,Party,3,10,18,1943
Catan: Portable Edition,Strategy,3.382785,1445,90,1445,Strategy,2002,Strategy,Strategy,3,4,10,1944
Koryŏ,Strategy,3.34366,1633,20,1633,Strategy,2013,Strategy,Strategy,2,4,13,1945
Factory Funner,Strategy,3.674405,708,40,708,Strategy,2016,Strategy,Strategy,1,5,11,1946
Pandemic: Rapid Response,Family,3.41303,1325,20,1325,Family,2019,Family,Family,2,4,8,1947
Planetarium,Strategy,3.52834,1002,45,1002,Strategy,2017,Strategy,Strategy,1,4,10,1948
Coldwater Crown,Strategy,3.70117,747,90,747,Strategy,2017,Strategy,Strategy,1,4,13,1949
Big Boggle,Family,3.42026,1310,10,1310,Family,1979,Family,Family,2,8,8,1950
Timebomb,Party,3.593175,879,30,879,Party,2016,Party,Party,4,8,10,1951
Iron Curtain,Strategy,3.610605,804,30,804,Strategy,2017,Strategy,Strategy,2,2,10,1952
Modern Art Card Game,Family,3.306935,1721,30,1721,Family,2009,Family,Family,2,5,8,1953
Circus Maximus,Strategy,3.367135,1558,120,1558,Strategy,1979,Strategy,Strategy,2,8,12,1954
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,Party,3.35255,1817,45,1817,Party,2015,Party,Party,2,6,15,1955
Mississippi Queen,Family,3.173685,3776,45,3776,Family,1997,Family,Family,3,5,10,1956
The Awful Green Things From Outer Space,Thematic,3.25486,2518,90,2518,Thematic,1979,Thematic,Thematic,2,2,12,1957
Codenames: Disney Family Edition,Family,3.354,1515,15,1515,Family,2017,Family,Family,2,8,8,1958
Machiavelli,Strategy,3.547595,1012,480,1012,Strategy,1977,Strategy,Strategy,4,8,12,1959
Keltis: Das Kartenspiel,Family,3.35435,1505,20,1505,Family,2009,Family,Family,2,4,8,1960
Master of Orion: The Board Game,Strategy,3.47964,1118,60,1118,Strategy,2016,Strategy,Strategy,2,4,12,1961
Storm over Arnhem,Uncategorized,3.59533,858,300,858,Uncategorized,1981,Uncategorized,Uncategorized,2,2,12,1962
TAMSK,Abstract,3.38625,1335,20,1335,Abstract,1998,Abstract,Abstract,2,2,8,1963
Tokyo Highway,Family,3.388875,1348,50,1348,Family,2016,Family,Family,2,2,8,1964
Bohnanza: The Duel,Family,3.48633,1032,45,1032,Family,2016,Family,Family,2,2,12,1965
After The Virus,Thematic,3.60428,923,90,923,Thematic,2017,Thematic,Thematic,1,3,10,1966
Legends of Andor: The Last Hope,Uncategorized,3.96052,539,90,539,Uncategorized,2017,Uncategorized,Uncategorized,2,4,10,1967
Tesla vs. Edison: War of Currents,Strategy,3.357205,1426,90,1426,Strategy,2015,Strategy,Strategy,2,5,14,1968
Dealt!,Family,3.56336,848,30,848,Family,2018,Family,Family,3,5,10,1969
10 Days in Europe,Family,3.29439,1829,30,1829,Family,2002,Family,Family,2,4,10,1970
Viva Topo!,Family,3.42349,1195,30,1195,Family,2002,Family,Family,2,4,4,1971
Phoenicia,Strategy,3.28105,1854,90,1854,Strategy,2007,Strategy,Strategy,2,5,12,1972
Byzantium,Strategy,3.405515,1200,180,1200,Strategy,2005,Strategy,Strategy,2,4,13,1973
"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",Uncategorized,4.010335,473,720,473,Uncategorized,2012,Uncategorized,Uncategorized,2,2,12,1974
DreadBall: The Futuristic Sports Game,Strategy,3.664125,796,90,796,Strategy,2012,Strategy,Strategy,2,2,14,1975
VivaJava: The Coffee Game,Strategy,3.44447,1065,90,1065,Strategy,2012,Strategy,Strategy,3,8,13,1976
The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,Thematic,3.400785,1364,30,1364,Thematic,2013,Thematic,Thematic,2,5,15,1977
Deckscape: Heist in Venice,Thematic,3.43139,1091,90,1091,Thematic,2018,Thematic,Thematic,1,6,12,1978
The Fury of Dracula,Thematic,3.45939,1153,180,1153,Thematic,1987,Thematic,Thematic,2,4,12,1979
Giganten,Strategy,3.35677,1365,90,1365,Strategy,1999,Strategy,Strategy,3,4,10,1980
Wings of War: The Dawn of World War II,Uncategorized,3.425155,1227,45,1227,Uncategorized,2007,Uncategorized,Uncategorized,2,6,12,1981
Battlestations,Thematic,3.565395,920,240,920,Thematic,2004,Thematic,Thematic,2,8,12,1982
